Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
7E4oGj36ctPi58hm9-PYHw,Blowfish Sushi,"Sushi Bars,Japanese,Bars",$31-60,$31-60,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Trendy,Casual,Loud,
_az0NrGR-v9P-xtKoE45CA,New Jumbo Seafood Restaurant,"Seafood,Cantonese",$11-30,$11-30,"
                                64 out of 100
                            ",59,35,49,34,26,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
pzJkOyogB49bNzd_dF-6gQ,El Toreador Restaurant,"Mexican,Desserts,Seafood",$11-30,$11-30,"
                                86 out of 100
                            ",119,86,124,279,227,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
OeTD5HlXMjrmztfu02niQQ,Bursa,"Middle Eastern,Turkish,Mediterranean",$11-30,$11-30,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
7oA1-P6GZ1jwFIe0YejLXA,Jay’n Bee Club,"Pubs,Dive Bars,American (Traditional)",Under $10,Under $10,"
                                88 out of 100
                            ",0,0,0,0,0,No,Full Bar,,Yes,,,Yes,Street,,Yes,No,,No,,"Divey, Casual",Casual,Loud,Juke Box
m6abLI3UD-As-Z5-J-HiyA,Gold Mirror Italian Restaurant,"Italian,Seafood",$11-30,$11-30,"
                                96 out of 100
                            ",39,33,43,79,100,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,,Casual,Average,
Du3-fALBKDhn0osed2kOpg,Orexi,"Greek,Mediterranean,Desserts",$11-30,$11-30,"
                                92 out of 100
                            ",21,19,29,99,157,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,,Casual,Average,
fAaxYP_sc03MV57trhBNPA,Gialina Pizzeria,"Pizza,Italian,Salad",$11-30,$11-30,"
                                92 out of 100
                            ",27,56,120,432,441,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
7fboySu1um-S18UGOBdWhg,Yan Yan Seafood Restaurant,"Seafood,Cantonese",$11-30,$11-30,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
lCwvdVeSdiUVodXCbD7ogw,Balompie Cafe No 3,"Seafood,Salvadoran",Under $10,Under $10,"
                                76 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
j_YtZXamd5GHfL-BhfkiLQ,Live Sushi Bar,"Sushi Bars,Japanese,Bars",$11-30,$11-30,"
                                89 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
yEhc3Kq8lSBOdNcCB9RYWg,Delish Dish Kitchen,"Chinese,Seafood",$11-30,$11-30,"
                                81 out of 100
                            ",4,2,3,8,18,Yes,No,,Yes,,No,No,Street,,Yes,Yes,Yes,No,,,Casual,Average,
pZwxSfQYVzzXGbvLwmKypw,Mama Mia Pizza,"Pizza,Seafood,American (Traditional)",$11-30,$11-30,"
                                94 out of 100
                            ",9,5,1,5,7,Yes,No,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,,Casual,,
v5zt16ojbtRIU0I7VzqqVA,Vega,"Italian,Pizza",$11-30,$11-30,"
                                92 out of 100
                            ",33,28,50,175,241,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,Intimate,Casual,Average,
YYBfO95m1uoxvHqXVoqUgQ,India Clay Oven,"Indian,Seafood,Pakistani",$11-30,$11-30,"
                                86 out of 100
                            ",66,56,61,148,132,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
ZN7x2duyVesVVzlhWJNamQ,Skool,"Seafood,Japanese,Asian Fusion",$11-30,$11-30,"
                                96 out of 100
                            ",55,114,260,632,494,Yes,Full Bar,,Yes,,Yes,Yes,Street,,Yes,Yes,Yes,Free,,Trendy,Casual,Average,
-4wz0dOG3RdBNYE02l9KjA,PPQ Dungeness Island,"Seafood,Vietnamese,Asian Fusion",$11-30,$11-30,"
                                82 out of 100
                            ",168,199,429,1153,890,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
J5Hkb21HQMT8YfsbrpFxPw,Henry’s Hunan Restaurant,"Chinese,Seafood,Asian Fusion",$11-30,$11-30,"
                                80 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
aG0R24iGkSdQARo_9h_NOA,Bottom’s Up,Lounges,Moderate,Moderate,"
                                88 out of 100
                            ",30,15,52,59,29,Yes,Full Bar,,,,No,No,Street,,,No,Yes,No,,Casual,,Loud,DJ
MryRUvM1rVVtCXBuP8652w,Jo Jo’s Cafe,"Chinese,Breakfast & Brunch,Seafood",Under $10,Under $10,"
                                90 out of 100
                            ",0,0,0,0,0,Yes,No,,Yes,,No,No,Street,,Yes,No,Yes,No,,Casual,Casual,Average,
2FR395iJImCphQNGWubUtw,Champa Garden,"Asian Fusion,Thai,Sports Bars",$11-30,$11-30,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
pXV02Lj-jWt6rgHRQzJmqA,Emmy’s Restaurant,"Chinese,Seafood,Mongolian",Under $10,Under $10,"
                                81 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
aUjc_iwTfSR0ZtHCp3IuZA,Wang Dae Bak,"Korean,Bars",$11-30,$11-30,"
                                94 out of 100
                            ",13,18,50,90,63,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,Yes,No,,Casual,Casual,Loud,
3d9fGSDpuNQl7XI7zmmzmg,Olive Garden Italian Restaurant,"Italian,Salad",$11-30,$11-30,"
                                83 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,Yes,No,,Casual,Casual,Average,
eEAhtNTKpDDgI5M1_Zkiew,Kome Japanese  Seafood & Grill Buffet,"Buffets,Sushi Bars,Seafood",$11-30,$11-30,"
                                80 out of 100
                            ",358,265,607,537,161,Yes,Beer & Wine Only,,No,,,No,Garage,,No,Yes,,No,,Casual,Casual,Loud,
H0yNa1X5BkrqyzvoIRTYqA,Boulevard Cafe,"American (Traditional),Wine Bars,Breakfast & Brunch",$11-30,$11-30,"
                                82 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Private Lot",,Yes,Yes,,No,,Casual,Casual,Average,
WCk_ecR-PQuGIqd5I2hAZw,7 Mile House,"Sports Bars,American (Traditional),Music Venues",$11-30,$11-30,"
                                84 out of 100
                            ",53,51,99,320,406,Yes,Full Bar,,Yes,,Yes,Yes,Street,,Yes,Yes,No,Free,,"Divey, Casual",Casual,Average,Live
1xvpFG2vz5zKpbCS6lwFlQ,Riverside Seafood Restaurant,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,"
                                88 out of 100
                            ",32,20,57,121,43,Yes,Beer & Wine Only,,No,,No,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
N3pFchYNlKUD86nLFMjJAw,The Old Clam House,"Seafood,American (Traditional)",$11-30,$11-30,"
                                77 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,No,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
j5U9UjM_nPCsBLYv-PvTQA,Canton Dim Sum & Seafood Restaurant,"Dim Sum,Seafood",$11-30,$11-30,"
                                60 out of 100
                            ",15,6,7,17,29,Yes,Beer & Wine Only,,Yes,,,No,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Quiet,
bs0ag_1c6R5WK-lkVOw_CQ,Shaking Crab,"Cajun/Creole,Seafood",$11-30,$11-30,"
                                70 out of 100
                            ",92,64,99,95,75,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
8PrxY4gpVKUqYiA7oK5UNg,Kevin’s Noodle House,"Vietnamese,Noodles,Seafood",Under $10,Under $10,,202,163,294,311,131,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Loud,
ggGm83VrQAZS0um1uhiSEw,Original Joe’s Westlake,"Italian,American (New),Wine Bars",$11-30,$11-30,"
                                81 out of 100
                            ",89,89,122,186,291,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
So7af6aqR9of7jnoHUci-g,King Wah Restaurant,"Dim Sum,Seafood",$11-30,$11-30,"
                                81 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
TofRTCAfrXcvf7BYx0tqkQ,Radio Africa Kitchen,"American (New),Moroccan,Ethiopian",$11-30,$11-30,"
                                82 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,,,Free,,,Casual,Average,
RhDJVnbHJXpB64dC9QcoqQ,The Spot Lounge,"Bars,Asian Fusion,Korean",$11-30,$11-30,"
                                96 out of 100
                            ",25,25,104,247,142,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
LFxokisnLXNgVKpM_fJZqA,Sunset’s Best Seafood Restaurant,"Chinese,Seafood",Under $10,Under $10,"
                                75 out of 100
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
kTLg9WzrJIujIYWKcYBGSw,Oriental Seafood Restaurant,"Chinese,Seafood",Under $10,Under $10,"
                                76 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
gXY-VdMpB3Fh4WXyulc9kQ,Fresh Elements,"Seafood,Hot Pot,Chinese",$31-60,$31-60,"
                                78 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,,,No,Yes,,No,,Casual,Casual,Average,
8UZ5bLwZMoO6R8kI51C0Aw,Hapag Pilipino,"Filipino,Buffets,Seafood",$11-30,$11-30,"
                                71 out of 100
                            ",0,0,0,0,0,Yes,No,,Yes,,No,No,Private Lot,,Yes,Yes,Yes,No,,Casual,Casual,Average,
UTVDbZv-qiHU06sDkoel3g,Chez Maman East,"French,Burgers,Creperies",$11-30,$11-30,"
                                90 out of 100
                            ",39,70,164,689,974,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
Z3gYoBTTXniIBOLU_6haMQ,The Pot’s,"Chinese,Hot Pot,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
i2VhtC1JkV_sZOA4urd1ng,Piccino,"Italian,Coffee & Tea",$11-30,$11-30,"
                                88 out of 100
                            ",75,94,180,460,503,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
JF34QHu2bypp_Ro_sp8hjA,Chevys Fresh Mex,"Mexican,Bars,Tex-Mex",$11-30,$11-30,"
                                81 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,Yes,Yes,No,,Casual,Casual,Average,
CP2uHH8PQ-Wg3i5C8-Lidg,Connecticut Yankee,"Sports Bars,American (New)",$11-30,$11-30,"
                                90 out of 100
                            ",57,48,90,155,117,Yes,Full Bar,,Yes,,Yes,Yes,Street,,Yes,No,Yes,Free,,"Divey, Casual",Casual,Average,
_jtyQNVoTL5Q5q2Td9jUcQ,Max’s Restaurant,"Filipino,Seafood,Breakfast & Brunch",$11-30,$11-30,"
                                72 out of 100
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,,,Yes,No,,No,,Casual,Casual,Average,
kn2iEL0S3UOPkdV4Cdtbyg,Koi Palace,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,"
                                89 out of 100
                            ",364,300,561,1084,673,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,Yes,Yes,No,,Casual,Casual,Loud,
KmMoL9ltza4_uE2JrhaQNw,Outback Steakhouse,Steakhouses,$11-30,$11-30,"
                                91 out of 100
                            ",193,121,118,110,86,Yes,Full Bar,,No,,No,Yes,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
xYEUC7yO_c95cOuv3DfxvA,Moonstar Buffet,"Chinese,Buffets,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,Yes,Yes,No,,Casual,Casual,Average,
Gq9hYzt_0-q9TG06arOObQ,Garden Club Restaurant,"American (Traditional),Bars,Salad",$11-30,$11-30,"
                                100 out of 100
                            ",54,39,84,185,179,Yes,Full Bar,,No,,,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
oi-jTQzuKRG_7q3u70LHDg,Moshi Moshi,"Sushi Bars,Japanese,Cocktail Bars",$11-30,$11-30,"
                                92 out of 100
                            ",39,62,106,257,174,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
QUY4w7wjVelogqoFonCq_A,Oda Restaurant and Brewery,"American (New),Breweries,Pizza",$11-30,$11-30,"
                                90 out of 100
                            ",13,8,12,20,42,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
k9OjqdOpFhRTU9fLCb5sHw,The Pub,"Pubs,Coffee & Tea,Burgers",$11-30,$11-30,,6,11,12,24,10,Yes,Beer & Wine Only,,Yes,,,Yes,"Garage, Street",,Yes,No,,Free,,Casual,Casual,Average,
Uh932p9MfAXppaXbFPkykA,Mission Rock Resort,"Seafood,American (New),Bars",$11-30,$11-30,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
z9CN58fSrA46ggyb6OnCnQ,Thanh Long,"Seafood,Vietnamese",$31-60,$31-60,"
                                86 out of 100
                            ",107,148,316,760,1048,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
vR1kYG65txQtQOhMcY_P3g,Karilagan,"Filipino,Seafood,Noodles",$11-30,$11-30,"
                                65 out of 100
                            ",46,36,71,164,144,Yes,No,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
ZiTRspDPY9T_kh4tQDwDMQ,Pacific Cafe,Seafood,$11-30,$11-30,"
                                90 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,No,Yes,No,,Casual,Casual,Average,
2tfcE_K3E1Az-M9fKzdh2Q,Bistro At The Cliff House,"Seafood,American (New),Lounges",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,No,,Free,,Touristy,Casual,Average,
uwYO55f9vlLdGXDIDNfhpA,Sutro’s at The Cliff House,American (New),$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,No,No,Street,,No,Yes,Yes,Free,,Classy,Casual,Average,
zvIbFkcZwqhTuDF7t7eQsQ,Twenty Five Lusk,"American (New),Cocktail Bars",$31-60,$31-60,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,Yes,"Garage, Street, Private Lot",,No,Yes,Yes,Free,,Upscale,Dressy,Average,
c0WpyZFR3EoEBKcoY2LZ3Q,Marlowe,"American (New),Brasseries",$11-30,$11-30,"
                                88 out of 100
                            ",61,151,411,976,915,Yes,Full Bar,,No,,,No,"Garage, Street",,Yes,Yes,,No,,Trendy,Casual,Average,
Ug9a63OBRBje0796bFFPgA,Fringale,"French,Basque",$31-60,$31-60,"
                                87 out of 100
                            ",36,66,182,460,294,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,Intimate,Casual,Average,
oaBpGm6woGN69J9iRqu0Fw,Cockscomb,"Bars,American (New)",$31-60,$31-60,"
                                87 out of 100
                            ",46,67,141,253,519,Yes,Full Bar,,No,,No,No,Street,,No,Yes,Yes,No,,Trendy,Casual,Average,
8iCT68sz4XDUdf_xY3s5kQ,Momo’s,"American (New),Bars",$11-30,$11-30,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Casual,Casual,Average,
PLx_VnZyFmxTS1zNTaDJxA,Alexander’s Steakhouse,"Steakhouses,Seafood,American (New)",Above $61,Above $61,"
                                84 out of 100
                            ",72,124,201,352,818,Yes,Full Bar,,No,,No,No,"Valet, Street",,No,Yes,Yes,Free,,"Classy, Upscale",Dressy,Average,
BW4jKEfpbBH7UYthXxETIQ,Tres Tequila Lounge & Mexican Kitchen,"Mexican,Bars,Breakfast & Brunch",$11-30,$11-30,"
                                84 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
HCTOtXfbGDTcYsnE_gl35Q,Brickhouse Cafe,"American (Traditional),Breakfast & Brunch,Bars",$11-30,$11-30,"
                                76 out of 100
                            ",58,98,237,483,239,Yes,Full Bar,,No,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,
gZm-Y3FOzNXZpaV9HxpBCA,Mestiza Taqueria,"Mexican,Filipino,Beer Bar",$11-30,$11-30,"
                                96 out of 100
                            ",8,19,29,30,50,Yes,Beer & Wine Only,,No,,No,Yes,Street,,Yes,No,Yes,Free,,Casual,Casual,Average,
PVtTQwD7c4pbRPaVK7h3cw,Slice House,"Pizza,Italian",$11-30,$11-30,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,No,Yes,No,,Casual,Casual,Average,
YViYcQcxUawVKfo94eOS6Q,Lava Lounge,"Lounges,Ramen,Cocktail Bars",$11-30,$11-30,"
                                89 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
iH0f1TMuwLOb5hXz4Y4UOA,La Briciola,Italian,$11-30,$11-30,"
                                74 out of 100
                            ",31,80,121,324,298,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,Free,,Romantic,Casual,Average,
S6yq--21j7fFadh-aXBtRQ,Town’s End Restaurant & Bakery,"American (Traditional),Breakfast & Brunch,Bars",$11-30,$11-30,"
                                82 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
xQip7O-KABOtzBb-an4MIw,Oola Restaurant & Bar,"American (New),Bars,Breakfast & Brunch",$11-30,$11-30,"
                                83 out of 100
                            ",102,149,338,713,411,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,Free,,Trendy,Casual,Average,
8skVQNkVBv90iiPtFeSpzw,Zero Zero,"Pizza,Italian,Cocktail Bars",$11-30,$11-30,"
                                94 out of 100
                            ",142,178,460,1322,930,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Trendy,Casual,Average,
0LVKwqqzwiUnGtKFo7f6AA,Pazzia Restaurant & Pizzeria,"Italian,Pizza",$11-30,$11-30,"
                                92 out of 100
                            ",30,53,127,330,362,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
GNjQKG-Satm0HjwpWXWoPQ,Canton Seafood & Dim Sum Restaurant,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,"
                                71 out of 100
                            ",54,89,206,235,77,Yes,Full Bar,,Yes,,No,No,"Garage, Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,
GzaXtAtEnfwoxDVXK3NLuw,Fogo de Chão Brazilian Steakhouse,"Brazilian,Steakhouses",$31-60,$31-60,"
                                96 out of 100
                            ",60,82,79,168,264,Yes,Full Bar,,No,,No,No,"Valet, Street",,No,Yes,Yes,No,,,Casual,Average,
q2EbLD93gEO5uXXx7Pk3bw,Benu,"American (New),Asian Fusion,Wine Bars",Above $61,Above $61,"
                                96 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Valet,,No,Yes,,No,,Upscale,Dressy,Quiet,
bKfPWcmfszfvQ1CNhvVhlQ,TRACE,American (New),$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,,,No,Yes,,Free,,Trendy,Dressy,Average,
u1qumXEGzdxzl0lM3Sjf9Q,Local Kitchen & Wine Merchant,"Wine Bars,American (New),Pizza",$11-30,$11-30,"
                                87 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Garage, Street",,Yes,Yes,,Free,,Trendy,Casual,Average,
_EncdQezAzcShATMFXL0dA,Tropisueño,"Mexican,Cocktail Bars",$11-30,$11-30,"
                                81 out of 100
                            ",224,263,599,1555,1288,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,No,,Casual,Casual,Loud,
6Wzy5p_0lLajjMhDIs0i1g,Mourad Restaurant,"Moroccan,Venues & Event Spaces,Bars",$31-60,$31-60,"
                                89 out of 100
                            ",26,55,88,186,470,Yes,Full Bar,,No,,,No,"Garage, Street",,No,Yes,Yes,Free,,"Trendy, Classy, Upscale",Dressy,Average,
XjViuoOVtkQQtPfqdaIHVA,The Pink Elephant Alibi,"American (New),Breakfast & Brunch,Gastropubs",$11-30,$11-30,,59,68,113,262,465,Yes,Full Bar,,No,,No,No,"Garage, Street",,Yes,Yes,No,No,,"Hipster, Casual",Casual,Loud,
4_hIVof0Q8dfUBwlREOEGg,The Grove Yerba Buena,"Sandwiches,American (New),Cafes",$11-30,$11-30,"
                                85 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,No,Yes,No,,Casual,,Average,
xsG1SSVsm0YdL6-PaoKV_A,111 Minna Gallery,"Art Galleries,Bars,Venues & Event Spaces",Moderate,Moderate,"
                                100 out of 100
                            ",34,59,179,321,165,Yes,Full Bar,,,,,No,Street,,,Yes,,No,,"Casual, Trendy",,Loud,DJ
1nzk92bfVUq-NSNsilrmQQ,New Ming’s Restaurant,"Chinese,Seafood",Under $10,Under $10,"
                                74 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,No,,No,,Casual,Casual,Average,
3smNIoQZ7wc-_rgcNBHy4A,MKT Restaurant and Bar,"American (New),Tapas/Small Plates,Bars",$31-60,$31-60,,9,23,24,47,42,Yes,Full Bar,,Yes,,,No,Valet,,No,Yes,,Paid,,Upscale,Dressy,Average,
iy1KBR5hRNcgCaqiUoBSoA,Anchor & Hope,"Seafood,Wine Bars",$31-60,$31-60,"
                                92 out of 100
                            ",71,179,348,566,275,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,Trendy,Casual,Average,
iWUSAD2WALWNFF0pPiomHA,Roy’s Restaurant,"Seafood,Steakhouses,Sushi Bars",$31-60,$31-60,"
                                100 out of 100
                            ",99,240,395,782,670,Yes,Full Bar,,Yes,,,No,Street,,No,Yes,,No,,Classy,Dressy,Average,
jk1T4xIb_FH_SsiVng43HA,Salt House,"American (New),Bars",$31-60,$31-60,,78,197,464,658,279,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Trendy,Casual,Average,
0Sh-XNVgGDRwiN4K3UEQJA,Prospect,American (New),$31-60,$31-60,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,Yes,Yes,,Free,,Upscale,Dressy,Average,
dN_v0Lu6xhv0yJcx-M0fpg,Hakkasan,"American (New),Cantonese,Dim Sum",$31-60,$31-60,"
                                88 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,No,Yes,,No,,Upscale,Dressy,Average,
Tyn-UqOTpVHtZAgrB0lWyQ,Town Hall,"American (New),Wine Bars",$31-60,$31-60,"
                                89 out of 100
                            ",92,165,422,743,463,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Classy,Casual,Average,
vgV_bxW6_EYSlYR5CrrvwA,Palomino,"American (New),Mediterranean,Bars",$11-30,$11-30,"
                                85 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,"Garage, Validated",,Yes,Yes,,Free,,Casual,Casual,Average,
7Q3QIZz5UX-JSTSKKkRqDg,Waterbar,"Seafood,American (New),Live/Raw Food",$31-60,$31-60,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Street",,No,Yes,,No,,Upscale,Casual,Average,
2DihFta_jZB8aAiL_zjp9A,EPIC Steak,"Steakhouses,Seafood,American (New)",$31-60,$31-60,"
                                94 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Classy,Dressy,Average,
8bJr4G9QtbJ_tmEbVX6X4A,International Smoke,"Barbeque,Smokehouse,Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,,,Yes,Yes,Yes,No,,"Casual, Trendy, Intimate, Romantic, Classy, Upscale",,Average,
mRvr3toGkIeaUwI5RtW0Gw,Gaspar Brasserie,"Brasseries,French,Cocktail Bars",$31-60,$31-60,"
                                92 out of 100
                            ",21,43,46,123,121,Yes,Full Bar,,Yes,,No,No,"Garage, Street",,Yes,Yes,Yes,No,,Intimate,Dressy,Average,
AoxdFkE06fQs_ZP0S0VRPw,Hops & Hominy,"Southern,American (Traditional),Bars",$11-30,$11-30,"
                                96 out of 100
                            ",90,143,371,654,640,Yes,Full Bar,,No,,,Yes,"Garage, Street",,No,Yes,,No,,Trendy,Casual,Loud,
rae5BYOri8Def-VVYZzpSg,Sam’s Grill & Seafood Restaurant,"Seafood,American (New),Bars",$31-60,$31-60,"
                                93 out of 100
                            ",41,56,50,86,104,Yes,Full Bar,,No,,No,Yes,"Garage, Street",,Yes,Yes,Yes,No,,,Casual,Average,
9GDwCGORwtpgiQJs3K72JA,B44 Catalan Bistro,"Spanish,Catalan,Cocktail Bars",$31-60,$31-60,"
                                87 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,Yes,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
mZcxUJOnsKKhEiDaiAfyHg,Plouf,"Seafood,French,Wine Bars",$11-30,$11-30,"
                                81 out of 100
                            ",85,111,220,429,198,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
39DgSNLIaRSxZJGAl-nmGw,The Occidental Cigar Club,"Tobacco Shops,Cigar Bars",Moderate,Moderate,,30,7,11,83,160,Yes,Full Bar,,,,No,No,Street,,,No,,No,,,,Average,
iXjbvsGyhGttLRaV6shP1g,Credo,"Italian,Bars",$11-30,$11-30,"
                                92 out of 100
                            ",26,76,168,259,238,Yes,Full Bar,,Yes,,No,Yes,"Garage, Street",,Yes,Yes,Yes,Free,,Trendy,Casual,Average,
